created_at,entry_id,field1,latitude,longitude,elevation,status
2025-01-28T23:05:07-03:00,54,42.19508,,,,
2025-01-28T23:06:17-03:00,55,63.17165,,,,
2025-01-28T23:07:15-03:00,56,34.65736,,,,
2025-01-28T23:08:10-03:00,57,42.62680,,,,
2025-01-28T23:08:40-03:00,58,33.67296,,,,
2025-01-28T23:09:10-03:00,59,37.37670,,,,
2025-01-28T23:09:40-03:00,60,37.37670,,,,
2025-01-28T23:10:10-03:00,61,36.10918,,,,
2025-01-28T23:10:40-03:00,62,52.93305,,,,
2025-01-28T23:11:11-03:00,63,40.60443,,,,
2025-01-28T23:11:41-03:00,64,38.28642,,,,
2025-01-28T23:12:11-03:00,65,38.28642,,,,
2025-01-28T23:12:41-03:00,66,56.24017,,,,
2025-01-28T23:13:12-03:00,67,35.55348,,,,
2025-01-28T23:13:42-03:00,68,37.84190,,,,
2025-01-28T23:14:12-03:00,69,43.17488,,,,
2025-01-28T23:14:42-03:00,70,32.58097,,,,
2025-01-28T23:15:12-03:00,71,36.63562,,,,
2025-01-28T23:15:42-03:00,72,32.95837,,,,
2025-01-28T23:16:12-03:00,73,30.91043,,,,
2025-01-28T23:16:42-03:00,74,37.13572,,,,
2025-01-28T23:17:12-03:00,75,41.74387,,,,
2025-01-28T23:17:43-03:00,76,57.13733,,,,
2025-01-28T23:18:13-03:00,77,41.10874,,,,
2025-01-28T23:18:43-03:00,78,45.10860,,,,
2025-01-28T23:19:13-03:00,79,39.12023,,,,
2025-01-28T23:19:43-03:00,80,32.58097,,,,
2025-01-28T23:20:13-03:00,81,38.71201,,,,
2025-01-28T23:20:43-03:00,82,38.91820,,,,
2025-01-28T23:21:13-03:00,83,31.35494,,,,
2025-01-28T23:21:43-03:00,84,37.84190,,,,
2025-01-28T23:22:13-03:00,85,32.18876,,,,
2025-01-28T23:22:44-03:00,86,46.91348,,,,
2025-01-28T23:23:14-03:00,87,36.63562,,,,
2025-01-28T23:23:44-03:00,88,33.67296,,,,
2025-01-28T23:24:14-03:00,89,34.01197,,,,
2025-01-28T23:24:44-03:00,90,34.65736,,,,
2025-01-28T23:25:14-03:00,91,38.91820,,,,
2025-01-28T23:25:44-03:00,92,47.09530,,,,
2025-01-28T23:26:14-03:00,93,30.44522,,,,
2025-01-28T23:26:44-03:00,94,47.62174,,,,
2025-01-28T23:27:18-03:00,95,36.88879,,,,
2025-01-28T23:27:45-03:00,96,34.65736,,,,
2025-01-28T23:28:15-03:00,97,34.33987,,,,
2025-01-28T23:28:45-03:00,98,35.26361,,,,
2025-01-28T23:29:16-03:00,99,33.32204,,,,
2025-01-28T23:29:46-03:00,100,31.35494,,,,
2025-01-28T23:30:16-03:00,101,34.65736,,,,
2025-01-28T23:30:46-03:00,102,38.06662,,,,
2025-01-28T23:31:19-03:00,103,34.96508,,,,
2025-01-28T23:31:47-03:00,104,34.96508,,,,
2025-01-28T23:32:17-03:00,105,36.37586,,,,
2025-01-28T23:32:47-03:00,106,63.81816,,,,
2025-01-28T23:33:18-03:00,107,37.13572,,,,
2025-01-28T23:33:48-03:00,108,41.74387,,,,
2025-01-28T23:34:18-03:00,109,30.91043,,,,
2025-01-28T23:34:48-03:00,110,34.01197,,,,
2025-01-28T23:35:19-03:00,111,36.10918,,,,
2025-01-28T23:35:49-03:00,112,39.70292,,,,
2025-01-28T23:36:19-03:00,113,31.78054,,,,
2025-01-28T23:36:50-03:00,114,37.13572,,,,
2025-01-28T23:37:20-03:00,115,67.35780,,,,
2025-01-28T23:37:50-03:00,116,32.95837,,,,
2025-01-28T23:38:20-03:00,117,43.30733,,,,
2025-01-28T23:38:50-03:00,118,34.96508,,,,
2025-01-28T23:39:20-03:00,119,30.91043,,,,
2025-01-28T23:39:50-03:00,120,31.35494,,,,
2025-01-28T23:40:20-03:00,121,41.74387,,,,
2025-01-28T23:40:50-03:00,122,33.32204,,,,
2025-01-28T23:41:21-03:00,123,35.26361,,,,
2025-01-28T23:41:51-03:00,124,31.35494,,,,
2025-01-28T23:42:21-03:00,125,36.63562,,,,
2025-01-28T23:42:51-03:00,126,35.83519,,,,
2025-01-28T23:43:25-03:00,127,32.95837,,,,
2025-01-28T23:43:51-03:00,128,42.48495,,,,
2025-01-28T23:44:22-03:00,129,32.58097,,,,
2025-01-28T23:44:52-03:00,130,38.06662,,,,
2025-01-28T23:45:22-03:00,131,30.44522,,,,
2025-01-28T23:45:52-03:00,132,30.44522,,,,
2025-01-28T23:46:23-03:00,133,33.32204,,,,
2025-01-28T23:46:53-03:00,134,36.88879,,,,
2025-01-28T23:47:23-03:00,135,30.91043,,,,
2025-01-28T23:47:53-03:00,136,35.83519,,,,
2025-01-28T23:48:23-03:00,137,36.88879,,,,
2025-01-28T23:48:54-03:00,138,35.83519,,,,
2025-01-28T23:49:24-03:00,139,32.95837,,,,
2025-01-28T23:49:54-03:00,140,34.33987,,,,
2025-01-28T23:50:24-03:00,141,42.19508,,,,
2025-01-28T23:50:54-03:00,142,32.95837,,,,
2025-01-28T23:51:24-03:00,143,38.06662,,,,
2025-01-28T23:51:55-03:00,144,32.18876,,,,
2025-01-28T23:52:25-03:00,145,35.83519,,,,
2025-01-28T23:52:56-03:00,146,43.30733,,,,
2025-01-28T23:53:26-03:00,147,34.33987,,,,
2025-01-28T23:53:56-03:00,148,32.58097,,,,
2025-01-28T23:54:26-03:00,149,37.61200,,,,
2025-01-28T23:54:57-03:00,150,33.32204,,,,
2025-01-28T23:55:27-03:00,151,34.65736,,,,
2025-01-28T23:55:57-03:00,152,28.33213,,,,
2025-01-28T23:56:27-03:00,153,32.95837,,,,
2025-01-28T23:56:57-03:00,154,32.58097,,,,
2025-01-28T23:57:27-03:00,155,27.72589,,,,
2025-01-28T23:57:57-03:00,156,39.12023,,,,
2025-01-28T23:58:27-03:00,157,28.33213,,,,
2025-01-28T23:58:57-03:00,158,34.33987,,,,
2025-01-28T23:59:28-03:00,159,34.96508,,,,
2025-01-28T23:59:58-03:00,160,39.12023,,,,
2025-01-29T00:00:28-03:00,161,35.55348,,,,
2025-01-29T00:00:58-03:00,162,38.71201,,,,
2025-01-29T00:01:28-03:00,163,31.78054,,,,
2025-01-29T00:01:58-03:00,164,32.95837,,,,
2025-01-29T00:02:28-03:00,165,29.95732,,,,
2025-01-29T00:02:58-03:00,166,36.10918,,,,
2025-01-29T00:03:28-03:00,167,36.10918,,,,
2025-01-29T00:03:58-03:00,168,29.95732,,,,
2025-01-29T00:04:29-03:00,169,31.78054,,,,
2025-01-29T00:04:59-03:00,170,41.58883,,,,
2025-01-29T00:05:29-03:00,171,36.10918,,,,
2025-01-29T00:05:59-03:00,172,31.35494,,,,
2025-01-29T00:06:29-03:00,173,35.55348,,,,
2025-01-29T00:06:59-03:00,174,34.01197,,,,
2025-01-29T00:07:29-03:00,175,35.26361,,,,
2025-01-29T00:07:59-03:00,176,34.01197,,,,
2025-01-29T00:08:29-03:00,177,31.78054,,,,
2025-01-29T00:08:59-03:00,178,30.44522,,,,
2025-01-29T00:09:30-03:00,179,34.01197,,,,
2025-01-29T00:10:00-03:00,180,41.89655,,,,
2025-01-29T00:10:30-03:00,181,33.32204,,,,
2025-01-29T00:11:00-03:00,182,35.83519,,,,
2025-01-29T00:11:30-03:00,183,33.32204,,,,
2025-01-29T00:12:00-03:00,184,30.91043,,,,
2025-01-29T00:12:30-03:00,185,32.18876,,,,
2025-01-29T00:13:00-03:00,186,28.90372,,,,
2025-01-29T00:13:30-03:00,187,36.63562,,,,
2025-01-29T00:14:01-03:00,188,30.91043,,,,
2025-01-29T00:14:31-03:00,189,34.65736,,,,
2025-01-29T00:15:01-03:00,190,31.35494,,,,
2025-01-29T00:15:31-03:00,191,39.70292,,,,
2025-01-29T00:16:01-03:00,192,43.04065,,,,
2025-01-29T00:16:31-03:00,193,38.06662,,,,
2025-01-29T00:17:01-03:00,194,33.32204,,,,
2025-01-29T00:17:32-03:00,195,32.58097,,,,
2025-01-29T00:18:03-03:00,196,36.88879,,,,
2025-01-29T00:18:33-03:00,197,35.83519,,,,
2025-01-29T00:19:03-03:00,198,32.58097,,,,
2025-01-29T00:19:33-03:00,199,39.12023,,,,
2025-01-29T00:20:04-03:00,200,38.50148,,,,
2025-01-29T00:20:34-03:00,201,33.67296,,,,
2025-01-29T00:21:04-03:00,202,34.65736,,,,
2025-01-29T00:21:37-03:00,203,36.10918,,,,
2025-01-29T00:22:06-03:00,204,27.72589,,,,
2025-01-29T00:22:37-03:00,205,27.08050,,,,
2025-01-29T00:23:04-03:00,206,36.10918,,,,
2025-01-29T00:23:36-03:00,207,33.32204,,,,
2025-01-29T00:24:05-03:00,208,29.95732,,,,
2025-01-29T00:24:37-03:00,209,34.96508,,,,
2025-01-29T00:25:06-03:00,210,36.88879,,,,
2025-01-29T00:25:36-03:00,211,31.35494,,,,
2025-01-29T00:26:07-03:00,212,39.88984,,,,
2025-01-29T00:26:38-03:00,213,32.58097,,,,
2025-01-29T00:27:09-03:00,214,32.95837,,,,
2025-01-29T00:27:38-03:00,215,32.95837,,,,
2025-01-29T00:28:06-03:00,216,37.84190,,,,
2025-01-29T00:28:36-03:00,217,42.19508,,,,
2025-01-29T00:29:09-03:00,218,29.95732,,,,
2025-01-29T00:29:39-03:00,219,34.96508,,,,
2025-01-29T00:30:06-03:00,220,34.96508,,,,
2025-01-29T00:30:37-03:00,221,37.37670,,,,
2025-01-29T00:31:07-03:00,222,33.32204,,,,
2025-01-29T00:31:39-03:00,223,34.01197,,,,
2025-01-29T00:32:08-03:00,224,40.60443,,,,
2025-01-29T00:32:38-03:00,225,42.34106,,,,
2025-01-29T00:33:08-03:00,226,39.70292,,,,
2025-01-29T00:33:39-03:00,227,36.63562,,,,
2025-01-29T00:34:09-03:00,228,34.65736,,,,
2025-01-29T00:34:39-03:00,229,33.67296,,,,
2025-01-29T00:35:09-03:00,230,34.33987,,,,
2025-01-29T00:35:39-03:00,231,41.74387,,,,
2025-01-29T00:36:09-03:00,232,37.37670,,,,
2025-01-29T00:36:39-03:00,233,35.26361,,,,
2025-01-29T00:37:10-03:00,234,31.78054,,,,
2025-01-29T00:37:40-03:00,235,34.33987,,,,
2025-01-29T00:38:10-03:00,236,37.61200,,,,
2025-01-29T00:38:40-03:00,237,36.88879,,,,
2025-01-29T00:39:10-03:00,238,35.55348,,,,
2025-01-29T00:39:40-03:00,239,34.65736,,,,
2025-01-29T00:40:10-03:00,240,35.83519,,,,
2025-01-29T00:40:40-03:00,241,46.24973,,,,
2025-01-29T00:41:11-03:00,242,34.65736,,,,
2025-01-29T00:41:41-03:00,243,36.63562,,,,
2025-01-29T00:42:11-03:00,244,39.12023,,,,
2025-01-29T00:42:41-03:00,245,34.33987,,,,
2025-01-29T00:43:12-03:00,246,31.78054,,,,
2025-01-29T00:43:42-03:00,247,35.26361,,,,
2025-01-29T00:44:12-03:00,248,40.25352,,,,
2025-01-29T00:44:42-03:00,249,37.13572,,,,
2025-01-29T00:45:12-03:00,250,36.10918,,,,
2025-01-29T00:45:42-03:00,251,34.65736,,,,
2025-01-29T00:46:13-03:00,252,36.63562,,,,
2025-01-29T00:46:43-03:00,253,36.10918,,,,
2025-01-29T00:47:13-03:00,254,35.55348,,,,
2025-01-29T00:47:43-03:00,255,36.10918,,,,
2025-01-29T00:48:13-03:00,256,33.32204,,,,
2025-01-29T00:48:43-03:00,257,35.55348,,,,
2025-01-29T00:49:13-03:00,258,34.96508,,,,
2025-01-29T00:49:43-03:00,259,30.91043,,,,
2025-01-29T00:50:13-03:00,260,38.50148,,,,
2025-01-29T00:50:44-03:00,261,38.71201,,,,
2025-01-29T00:51:14-03:00,262,38.71201,,,,
2025-01-29T00:51:44-03:00,263,38.71201,,,,
2025-01-29T00:52:15-03:00,264,32.58097,,,,
2025-01-29T00:52:45-03:00,265,33.32204,,,,
2025-01-29T00:53:15-03:00,266,36.63562,,,,
2025-01-29T00:53:46-03:00,267,32.58097,,,,
2025-01-29T00:54:16-03:00,268,32.95837,,,,
2025-01-29T00:54:46-03:00,269,33.67296,,,,
2025-01-29T00:55:16-03:00,270,34.33987,,,,
2025-01-29T00:55:46-03:00,271,34.01197,,,,
2025-01-29T00:56:16-03:00,272,34.01197,,,,
2025-01-29T00:56:46-03:00,273,34.33987,,,,
2025-01-29T00:57:16-03:00,274,33.67296,,,,
2025-01-29T00:57:46-03:00,275,36.37586,,,,
2025-01-29T00:58:17-03:00,276,33.32204,,,,
2025-01-29T00:58:47-03:00,277,34.01197,,,,
2025-01-29T00:59:17-03:00,278,35.26361,,,,
2025-01-29T00:59:47-03:00,279,36.10918,,,,
2025-01-29T01:00:17-03:00,280,33.32204,,,,
2025-01-29T01:00:47-03:00,281,37.37670,,,,
2025-01-29T01:01:17-03:00,282,33.32204,,,,
2025-01-29T01:01:47-03:00,283,37.13572,,,,
2025-01-29T01:02:17-03:00,284,30.44522,,,,
2025-01-29T01:02:48-03:00,285,31.78054,,,,
2025-01-29T01:03:17-03:00,286,33.32204,,,,
2025-01-29T01:03:48-03:00,287,32.95837,,,,
2025-01-29T01:04:18-03:00,288,35.83519,,,,
2025-01-29T01:04:48-03:00,289,34.33987,,,,
2025-01-29T01:05:18-03:00,290,35.55348,,,,
2025-01-29T01:05:49-03:00,291,34.65736,,,,
2025-01-29T01:06:19-03:00,292,36.37586,,,,
2025-01-29T01:06:49-03:00,293,35.26361,,,,
2025-01-29T01:07:19-03:00,294,33.67296,,,,
2025-01-29T01:07:49-03:00,295,31.35494,,,,
2025-01-29T01:08:20-03:00,296,34.65736,,,,
2025-01-29T01:08:50-03:00,297,32.18876,,,,
2025-01-29T01:09:20-03:00,298,36.10918,,,,
2025-01-29T01:09:50-03:00,299,36.88879,,,,
2025-01-29T01:10:20-03:00,300,28.33213,,,,
2025-01-29T01:10:50-03:00,301,32.18876,,,,
2025-01-29T01:11:20-03:00,302,30.44522,,,,
2025-01-29T01:11:50-03:00,303,40.25352,,,,
2025-01-29T01:12:20-03:00,304,37.84190,,,,
2025-01-29T01:12:50-03:00,305,38.06662,,,,
2025-01-29T01:13:21-03:00,306,30.44522,,,,
2025-01-29T01:13:51-03:00,307,39.88984,,,,
2025-01-29T01:14:21-03:00,308,38.71201,,,,
2025-01-29T01:14:51-03:00,309,40.43051,,,,
2025-01-29T01:15:21-03:00,310,36.63562,,,,
2025-01-29T01:15:51-03:00,311,32.18876,,,,
2025-01-29T01:16:21-03:00,312,35.55348,,,,
2025-01-29T01:16:51-03:00,313,34.33987,,,,
2025-01-29T01:17:22-03:00,314,35.26361,,,,
2025-01-29T01:17:53-03:00,315,40.43051,,,,
2025-01-29T01:18:23-03:00,316,39.88984,,,,
2025-01-29T01:18:54-03:00,317,37.84190,,,,
2025-01-29T01:19:24-03:00,318,36.88879,,,,
2025-01-29T01:19:54-03:00,319,36.88879,,,,
2025-01-29T01:20:24-03:00,320,31.78054,,,,
2025-01-29T01:20:54-03:00,321,31.35494,,,,
2025-01-29T01:21:24-03:00,322,25.64949,,,,
2025-01-29T01:21:54-03:00,323,28.33213,,,,
2025-01-29T01:22:24-03:00,324,30.91043,,,,
2025-01-29T01:22:55-03:00,325,34.96508,,,,
2025-01-29T01:23:25-03:00,326,34.33987,,,,
2025-01-29T01:23:55-03:00,327,27.08050,,,,
2025-01-29T01:24:25-03:00,328,29.44439,,,,
2025-01-29T01:24:55-03:00,329,35.83519,,,,
2025-01-29T01:25:25-03:00,330,32.95837,,,,
2025-01-29T01:25:55-03:00,331,34.96508,,,,
2025-01-29T01:26:25-03:00,332,32.95837,,,,
2025-01-29T01:26:55-03:00,333,40.43051,,,,
2025-01-29T01:27:25-03:00,334,36.37586,,,,
2025-01-29T01:27:56-03:00,335,36.88879,,,,
2025-01-29T01:28:26-03:00,336,32.18876,,,,
2025-01-29T01:28:57-03:00,337,34.33987,,,,
2025-01-29T01:29:27-03:00,338,32.58097,,,,
2025-01-29T01:29:58-03:00,339,34.33987,,,,
2025-01-29T01:30:28-03:00,340,27.72589,,,,
2025-01-29T01:30:58-03:00,341,32.95837,,,,
2025-01-29T01:31:28-03:00,342,37.37670,,,,
2025-01-29T01:31:58-03:00,343,35.26361,,,,
2025-01-29T01:32:28-03:00,344,38.91820,,,,
2025-01-29T01:32:58-03:00,345,34.01197,,,,
2025-01-29T01:33:28-03:00,346,33.32204,,,,
2025-01-29T01:33:58-03:00,347,31.78054,,,,
2025-01-29T01:34:28-03:00,348,38.50148,,,,
2025-01-29T01:34:59-03:00,349,39.31826,,,,
2025-01-29T01:35:29-03:00,350,32.18876,,,,
2025-01-29T01:35:59-03:00,351,32.18876,,,,
2025-01-29T01:36:29-03:00,352,33.32204,,,,
2025-01-29T01:36:59-03:00,353,33.32204,,,,
2025-01-29T01:37:29-03:00,354,31.35494,,,,
2025-01-29T01:37:59-03:00,355,36.10918,,,,
2025-01-29T01:38:29-03:00,356,35.55348,,,,
2025-01-29T01:38:59-03:00,357,34.01197,,,,
2025-01-29T01:39:30-03:00,358,36.63562,,,,
2025-01-29T01:40:00-03:00,359,44.30817,,,,
2025-01-29T01:40:30-03:00,360,38.91820,,,,
2025-01-29T01:41:00-03:00,361,36.10918,,,,
2025-01-29T01:41:30-03:00,362,35.26361,,,,
2025-01-29T01:42:00-03:00,363,33.32204,,,,
2025-01-29T01:42:30-03:00,364,34.33987,,,,
2025-01-29T01:43:00-03:00,365,31.35494,,,,
2025-01-29T01:43:30-03:00,366,37.37670,,,,
2025-01-29T01:44:00-03:00,367,35.83519,,,,
2025-01-29T01:44:31-03:00,368,34.65736,,,,
2025-01-29T01:45:01-03:00,369,36.10918,,,,
2025-01-29T01:45:31-03:00,370,34.01197,,,,
2025-01-29T01:46:01-03:00,371,34.96508,,,,
2025-01-29T01:46:31-03:00,372,34.96508,,,,
2025-01-29T01:47:02-03:00,373,34.65736,,,,
2025-01-29T01:47:32-03:00,374,32.95837,,,,
2025-01-29T01:48:02-03:00,375,36.88879,,,,
2025-01-29T01:48:32-03:00,376,39.70292,,,,
2025-01-29T01:49:02-03:00,377,33.32204,,,,
2025-01-29T01:49:32-03:00,378,35.55348,,,,
2025-01-29T01:50:02-03:00,379,35.26361,,,,
2025-01-29T01:50:32-03:00,380,29.95732,,,,
2025-01-29T01:51:02-03:00,381,40.25352,,,,
2025-01-29T01:51:33-03:00,382,39.12023,,,,
2025-01-29T01:52:03-03:00,383,35.26361,,,,
2025-01-29T01:52:33-03:00,384,34.33987,,,,
2025-01-29T01:53:04-03:00,385,32.58097,,,,
2025-01-29T01:53:34-03:00,386,32.58097,,,,
2025-01-29T01:54:04-03:00,387,32.58097,,,,
2025-01-29T01:54:34-03:00,388,32.18876,,,,
2025-01-29T01:55:04-03:00,389,34.33987,,,,
2025-01-29T01:55:34-03:00,390,36.88879,,,,
2025-01-29T01:56:04-03:00,391,34.65736,,,,
2025-01-29T01:56:34-03:00,392,31.78054,,,,
2025-01-29T01:57:04-03:00,393,33.32204,,,,
2025-01-29T01:57:35-03:00,394,34.96508,,,,
2025-01-29T01:58:05-03:00,395,34.65736,,,,
2025-01-29T01:58:35-03:00,396,34.01197,,,,
2025-01-29T01:59:05-03:00,397,33.32204,,,,
2025-01-29T01:59:35-03:00,398,34.33987,,,,
2025-01-29T02:00:05-03:00,399,31.78054,,,,
2025-01-29T02:00:35-03:00,400,35.55348,,,,
2025-01-29T02:01:05-03:00,401,32.95837,,,,
2025-01-29T02:01:35-03:00,402,30.44522,,,,
2025-01-29T02:02:05-03:00,403,34.33987,,,,
2025-01-29T02:02:36-03:00,404,33.32204,,,,
2025-01-29T02:03:06-03:00,405,33.67296,,,,
2025-01-29T02:03:36-03:00,406,33.32204,,,,
2025-01-29T02:04:06-03:00,407,38.71201,,,,
2025-01-29T02:04:36-03:00,408,33.32204,,,,
2025-01-29T02:05:06-03:00,409,37.13572,,,,
2025-01-29T02:05:36-03:00,410,35.26361,,,,
2025-01-29T02:06:06-03:00,411,34.33987,,,,
2025-01-29T02:06:36-03:00,412,35.26361,,,,
2025-01-29T02:07:07-03:00,413,37.37670,,,,
2025-01-29T02:07:37-03:00,414,37.37670,,,,
2025-01-29T02:08:07-03:00,415,35.26361,,,,
2025-01-29T02:08:37-03:00,416,34.01197,,,,
2025-01-29T02:09:07-03:00,417,31.35494,,,,
2025-01-29T02:09:37-03:00,418,35.26361,,,,
2025-01-29T02:10:07-03:00,419,32.95837,,,,
2025-01-29T02:10:37-03:00,420,35.55348,,,,
2025-01-29T02:11:07-03:00,421,33.67296,,,,
2025-01-29T02:11:38-03:00,422,33.32204,,,,
2025-01-29T02:12:08-03:00,423,30.44522,,,,
2025-01-29T02:12:38-03:00,424,31.78054,,,,
2025-01-29T02:13:08-03:00,425,36.88879,,,,
2025-01-29T02:13:38-03:00,426,36.37586,,,,
2025-01-29T02:14:08-03:00,427,33.67296,,,,
2025-01-29T02:14:38-03:00,428,37.37670,,,,
2025-01-29T02:15:08-03:00,429,36.37586,,,,
2025-01-29T02:15:39-03:00,430,33.32204,,,,
2025-01-29T02:16:09-03:00,431,36.10918,,,,
2025-01-29T02:16:39-03:00,432,37.13572,,,,
2025-01-29T02:17:09-03:00,433,33.32204,,,,
2025-01-29T02:17:39-03:00,434,31.78054,,,,
2025-01-29T02:18:09-03:00,435,29.95732,,,,
2025-01-29T02:18:39-03:00,436,29.95732,,,,
2025-01-29T02:19:09-03:00,437,31.35494,,,,
2025-01-29T02:19:39-03:00,438,32.58097,,,,
2025-01-29T02:20:09-03:00,439,31.35494,,,,
2025-01-29T02:20:40-03:00,440,35.83519,,,,
2025-01-29T02:21:10-03:00,441,31.35494,,,,
2025-01-29T02:21:40-03:00,442,35.55348,,,,
2025-01-29T02:22:10-03:00,443,34.01197,,,,
2025-01-29T02:22:41-03:00,444,36.63562,,,,
2025-01-29T02:23:11-03:00,445,33.32204,,,,
2025-01-29T02:23:41-03:00,446,35.83519,,,,
2025-01-29T02:24:11-03:00,447,33.32204,,,,
2025-01-29T02:24:41-03:00,448,36.37586,,,,
2025-01-29T02:25:12-03:00,449,36.63562,,,,
2025-01-29T02:26:15-03:00,450,38.71201,,,,
2025-01-29T02:26:44-03:00,451,38.28642,,,,
2025-01-29T02:27:16-03:00,452,32.58097,,,,
2025-01-29T02:27:45-03:00,453,37.37670,,,,
2025-01-29T02:28:15-03:00,454,36.88879,,,,
2025-01-29T02:28:46-03:00,455,35.55348,,,,
2025-01-29T02:29:14-03:00,456,34.01197,,,,
2025-01-29T02:29:46-03:00,457,37.37670,,,,
2025-01-29T02:30:15-03:00,458,31.78054,,,,
2025-01-29T02:30:44-03:00,459,35.26361,,,,
2025-01-29T02:31:15-03:00,460,36.63562,,,,
2025-01-29T02:31:47-03:00,461,33.67296,,,,
2025-01-29T02:32:16-03:00,462,38.91820,,,,
2025-01-29T02:32:46-03:00,463,37.61200,,,,
2025-01-29T02:33:17-03:00,464,33.32204,,,,
2025-01-29T02:33:47-03:00,465,35.83519,,,,
2025-01-29T02:34:18-03:00,466,41.58883,,,,
2025-01-29T02:34:48-03:00,467,37.37670,,,,
2025-01-29T02:35:18-03:00,468,36.63562,,,,
2025-01-29T02:35:48-03:00,469,37.84190,,,,
2025-01-29T02:36:18-03:00,470,37.61200,,,,
2025-01-29T02:36:48-03:00,471,36.37586,,,,
2025-01-29T02:37:20-03:00,472,34.33987,,,,
2025-01-29T02:37:53-03:00,473,34.01197,,,,
2025-01-29T02:38:20-03:00,474,32.58097,,,,
2025-01-29T02:38:51-03:00,475,30.91043,,,,
2025-01-29T02:39:19-03:00,476,35.55348,,,,
2025-01-29T02:39:50-03:00,477,34.96508,,,,
2025-01-29T02:40:20-03:00,478,32.95837,,,,
2025-01-29T02:40:50-03:00,479,34.01197,,,,
2025-01-29T02:41:20-03:00,480,39.31826,,,,
2025-01-29T02:41:50-03:00,481,32.18876,,,,
2025-01-29T02:42:20-03:00,482,35.55348,,,,
2025-01-29T02:42:50-03:00,483,36.37586,,,,
2025-01-29T02:43:20-03:00,484,31.78054,,,,
2025-01-29T02:43:50-03:00,485,34.96508,,,,
2025-01-29T02:44:21-03:00,486,34.96508,,,,
2025-01-29T02:44:51-03:00,487,31.35494,,,,
2025-01-29T02:45:21-03:00,488,34.96508,,,,
2025-01-29T02:45:51-03:00,489,34.01197,,,,
2025-01-29T02:46:21-03:00,490,50.87597,,,,
2025-01-29T02:46:51-03:00,491,35.83519,,,,
2025-01-29T02:47:21-03:00,492,34.01197,,,,
2025-01-29T02:47:51-03:00,493,36.37586,,,,
2025-01-29T02:48:21-03:00,494,33.32204,,,,
2025-01-29T02:48:51-03:00,495,33.32204,,,,
2025-01-29T02:49:22-03:00,496,34.33987,,,,
2025-01-29T02:49:52-03:00,497,31.35494,,,,
2025-01-29T02:50:22-03:00,498,28.33213,,,,
